"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
-1,0,1,2,0,0,-0.76,0.796,0.24,-0.204,0.057,0.042
-1,0,1,2,0,1,0.108,0.75,1.108,-0.25,1.229,0.063
-1,0,1,2,1,0,-2.509,0.725,-1.509,-0.275,2.276,0.076
-1,0,1,2,1,1,2.171,0.659,3.171,-0.341,10.052,0.117
-1,1,0.1,1,0,0,-1.004,0.964,-0.004,-0.036,0,0.001
-1,1,0.1,1,0,1,-0.32,1.054,0.68,0.054,0.463,0.003
-1,1,0.1,1,1,0,-1.634,0.827,-0.634,-0.173,0.401,0.03
-1,1,0.1,1,1,1,-0.208,1.598,0.792,0.598,0.626,0.358
-1,1,0.1,2,0,0,-1.859,3.244,-0.859,2.244,0.738,5.034
-1,1,0.1,2,0,1,-0.501,3.349,0.499,2.349,0.249,5.52
-1,1,0.1,2,1,0,-2.449,3.416,-1.449,2.416,2.098,5.835
-1,1,0.1,2,1,1,-0.485,3.816,0.515,2.816,0.266,7.93
-1,1,1,1,0,0,-0.96,0.604,0.04,-0.396,0.002,0.157
-1,1,1,1,0,1,0.097,0.552,1.097,-0.448,1.203,0.201
-1,1,1,1,1,0,-1.618,0.441,-0.618,-0.559,0.382,0.313
-1,1,1,1,1,1,1.258,0.354,2.258,-0.646,5.097,0.418
-1,1,1,2,0,0,0.038,0.797,1.038,-0.203,1.077,0.041
-1,1,1,2,0,1,1.017,0.724,2.017,-0.276,4.068,0.076
-1,1,1,2,1,0,2.108,0.654,3.108,-0.346,9.661,0.119
-1,1,1,2,1,1,2.044,0.639,3.044,-0.361,9.265,0.13
0,-1,0.1,1,0,0,-0.005,0.965,-0.005,-0.035,0,0.001
0,-1,0.1,1,0,1,0.001,0.967,0.001,-0.033,0,0.001
0,-1,0.1,1,1,0,-0.012,1.537,-0.012,0.537,0,0.288
0,-1,0.1,1,1,1,-0.003,1.534,-0.003,0.534,0,0.285
0,-1,0.1,2,0,0,0.008,3.302,0.008,2.302,0,5.3
0,-1,0.1,2,0,1,-0.024,3.308,-0.024,2.308,0.001,5.328
0,-1,0.1,2,1,0,-0.005,3.779,-0.005,2.779,0,7.721
0,-1,0.1,2,1,1,0.013,3.777,0.013,2.777,0,7.71
0,-1,1,1,0,0,-0.047,0.603,-0.047,-0.397,0.002,0.158
0,-1,1,1,0,1,-0.038,0.603,-0.038,-0.397,0.001,0.158
0,-1,1,1,1,0,-1.363,0.419,-1.363,-0.581,1.858,0.337
0,-1,1,1,1,1,-1.372,0.419,-1.372,-0.581,1.882,0.337
0,-1,1,2,0,0,-0.616,0.796,-0.616,-0.204,0.379,0.042
0,-1,1,2,0,1,-0.686,0.798,-0.686,-0.202,0.47,0.041
0,-1,1,2,1,0,-2.24,0.685,-2.24,-0.315,5.019,0.1
0,-1,1,2,1,1,-2.184,0.677,-2.184,-0.323,4.768,0.104
0,0,0.1,1,0,0,0.001,0.967,0.001,-0.033,0,0.001
0,0,0.1,1,0,1,-0.001,0.965,-0.001,-0.035,0,0.001
0,0,0.1,1,1,0,0.007,1.535,0.007,0.535,0,0.287
0,0,0.1,1,1,1,-0.007,1.534,-0.007,0.534,0,0.285
0,0,0.1,2,0,0,-0.019,3.29,-0.019,2.29,0,5.243
0,0,0.1,2,0,1,0.011,3.302,0.011,2.302,0,5.3
0,0,0.1,2,1,0,0.036,3.77,0.036,2.77,0.001,7.673
0,0,0.1,2,1,1,0.038,3.763,0.038,2.763,0.001,7.636
0,0,1,1,0,0,0.001,0.601,0.001,-0.399,0,0.159
0,0,1,1,0,1,0.026,0.601,0.026,-0.399,0.001,0.159
0,0,1,1,1,0,-1.366,0.42,-1.366,-0.58,1.865,0.336
0,0,1,1,1,1,1.376,0.418,1.376,-0.582,1.894,0.338
0,0,1,2,0,0,-0.123,0.796,-0.123,-0.204,0.015,0.041
0,0,1,2,0,1,-0.493,0.79,-0.493,-0.21,0.243,0.044
0,0,1,2,1,0,2.277,0.687,2.277,-0.313,5.185,0.098
0,0,1,2,1,1,2.263,0.687,2.263,-0.313,5.121,0.098
0,1,0.1,1,0,0,0.008,0.967,0.008,-0.033,0,0.001
0,1,0.1,1,0,1,-0.004,0.965,-0.004,-0.035,0,0.001
0,1,0.1,1,1,0,0.004,1.536,0.004,0.536,0,0.287
0,1,0.1,1,1,1,0.011,1.532,0.011,0.532,0,0.283
0,1,0.1,2,0,0,-0.015,3.309,-0.015,2.309,0,5.332
0,1,0.1,2,0,1,-0.007,3.308,-0.007,2.308,0,5.328
0,1,0.1,2,1,0,-0.039,3.762,-0.039,2.762,0.002,7.628
0,1,0.1,2,1,1,-0.007,3.779,-0.007,2.779,0,7.721
0,1,1,1,0,0,0.035,0.604,0.035,-0.396,0.001,0.157
0,1,1,1,0,1,0.061,0.601,0.061,-0.399,0.004,0.159
0,1,1,1,1,0,1.374,0.42,1.374,-0.58,1.887,0.337
0,1,1,1,1,1,1.372,0.417,1.372,-0.583,1.884,0.34
0,1,1,2,0,0,1.187,0.798,1.187,-0.202,1.409,0.041
0,1,1,2,0,1,0.394,0.797,0.394,-0.203,0.155,0.041
0,1,1,2,1,0,2.263,0.686,2.263,-0.314,5.119,0.098
0,1,1,2,1,1,2.299,0.693,2.299,-0.307,5.287,0.095
1,-1,0.1,1,0,0,0.996,0.966,-0.004,-0.034,0,0.001
1,-1,0.1,1,0,1,0.341,1.086,-0.659,0.086,0.434,0.007
1,-1,0.1,1,1,0,1.636,0.831,0.636,-0.169,0.404,0.028
1,-1,0.1,1,1,1,0.212,1.597,-0.788,0.597,0.621,0.357
1,-1,0.1,2,0,0,1.933,3.234,0.933,2.234,0.871,4.992
1,-1,0.1,2,0,1,0.468,3.375,-0.532,2.375,0.283,5.642
1,-1,0.1,2,1,0,2.51,3.412,1.51,2.412,2.279,5.816
1,-1,0.1,2,1,1,0.433,3.819,-0.567,2.819,0.322,7.946
1,-1,1,1,0,0,0.888,0.605,-0.112,-0.395,0.013,0.156
1,-1,1,1,0,1,-0.1,0.588,-1.1,-0.412,1.211,0.17
1,-1,1,1,1,0,1.629,0.439,0.629,-0.561,0.396,0.315
1,-1,1,1,1,1,-1.259,0.349,-2.259,-0.651,5.103,0.424
1,-1,1,2,0,0,-0.139,0.796,-1.139,-0.204,1.298,0.042
1,-1,1,2,0,1,-0.795,0.717,-1.795,-0.283,3.222,0.08
1,-1,1,2,1,0,-2.114,0.654,-3.114,-0.346,9.697,0.12
1,-1,1,2,1,1,-2.047,0.64,-3.047,-0.36,9.283,0.13
1,0,0.1,1,0,0,1.008,0.964,0.008,-0.036,0,0.001
1,0,0.1,1,0,1,0.344,1.086,-0.656,0.086,0.43,0.007
1,0,0.1,1,1,0,1.645,0.826,0.645,-0.174,0.416,0.03
1,0,0.1,1,1,1,0.192,1.599,-0.808,0.599,0.653,0.359
1,0,0.1,2,0,0,1.886,3.259,0.886,2.259,0.785,5.101
1,0,0.1,2,0,1,0.511,3.373,-0.489,2.373,0.239,5.631
1,0,0.1,2,1,0,2.445,3.438,1.445,2.438,2.089,5.946
1,0,0.1,2,1,1,0.35,3.81,-0.65,2.81,0.423,7.897
1,0,1,1,0,0,0.999,0.6,-0.001,-0.4,0,0.16
1,0,1,1,0,1,-0.065,0.594,-1.065,-0.406,1.134,0.165
1,0,1,1,1,0,1.639,0.441,0.639,-0.559,0.408,0.312
1,0,1,1,1,1,1.59,0.498,0.59,-0.502,0.348,0.252
1,0,1,2,0,0,1.213,0.795,0.213,-0.205,0.046,0.042
1,0,1,2,0,1,-0.927,0.724,-1.927,-0.276,3.713,0.076
1,0,1,2,1,0,2.512,0.729,1.512,-0.271,2.287,0.073
1,0,1,2,1,1,2.401,0.721,1.401,-0.279,1.962,0.078
1,1,0.1,1,0,0,1.006,0.964,0.006,-0.036,0,0.001
1,1,0.1,1,0,1,0.343,1.09,-0.657,0.09,0.432,0.008
1,1,0.1,1,1,0,1.635,0.828,0.635,-0.172,0.403,0.03
1,1,0.1,1,1,1,0.215,1.601,-0.785,0.601,0.617,0.361
1,1,0.1,2,0,0,1.891,3.258,0.891,2.258,0.793,5.098
1,1,0.1,2,0,1,0.498,3.376,-0.502,2.376,0.252,5.645
1,1,0.1,2,1,0,2.494,3.407,1.494,2.407,2.232,5.792
1,1,0.1,2,1,1,0.441,3.82,-0.559,2.82,0.313,7.953
1,1,1,1,0,0,0.996,0.603,-0.004,-0.397,0,0.158
1,1,1,1,0,1,0.083,0.629,-0.917,-0.371,0.841,0.138
1,1,1,1,1,0,1.641,0.441,0.641,-0.559,0.411,0.313
1,1,1,1,1,1,1.613,0.494,0.613,-0.506,0.376,0.256
1,1,1,2,0,0,1.858,0.792,0.858,-0.208,0.736,0.043
1,1,1,2,0,1,-0.558,0.717,-1.558,-0.283,2.427,0.08
1,1,1,2,1,0,2.57,0.734,1.57,-0.266,2.466,0.071
1,1,1,2,1,1,2.533,0.73,1.533,-0.27,2.349,0.073
