"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
-1,-1,0.8,1.4,0.4,1,-0.935,1.097,0.065,0.097,0.004,0.009
-1,-1,0.8,1.4,0.6,0,-1.868,0.737,-0.868,-0.263,0.753,0.069
-1,-1,0.8,1.4,0.6,1,-1.523,0.918,-0.523,-0.082,0.274,0.007
-1,-1,0.8,1.4,0.8,0,-1.984,0.755,-0.984,-0.245,0.968,0.06
-1,-1,0.8,1.4,0.8,1,-1.913,0.819,-0.913,-0.181,0.834,0.033
-1,-1,0.8,1.4,1,0,-1.983,0.717,-0.983,-0.283,0.967,0.08
-1,-1,0.8,1.4,1,1,-2.341,0.759,-1.341,-0.241,1.799,0.058
-1,-1,0.8,1.6,0,0,-2.031,0.894,-1.031,-0.106,1.062,0.011
-1,-1,0.8,1.6,0,1,0.384,0.771,1.384,-0.229,1.916,0.053
-1,-1,0.8,1.6,0.2,0,-1.218,0.962,-0.218,-0.038,0.048,0.001
-1,-1,0.8,1.6,0.2,1,0.341,0.89,1.341,-0.11,1.799,0.012
-1,-1,0.8,1.6,0.4,0,-1.733,0.886,-0.733,-0.114,0.537,0.013
-1,-1,0.8,1.6,0.4,1,0.72,0.835,1.72,-0.165,2.958,0.027
-1,-1,0.8,1.6,0.6,0,-1.994,0.845,-0.994,-0.155,0.987,0.024
-1,-1,0.8,1.6,0.6,1,1.38,0.729,2.38,-0.271,5.664,0.073
-1,-1,0.8,1.6,0.8,0,-2.176,0.775,-1.176,-0.225,1.383,0.051
-1,-1,0.8,1.6,0.8,1,-2.047,0.806,-1.047,-0.194,1.096,0.038
-1,-1,0.8,1.6,1,0,-2.452,0.795,-1.452,-0.205,2.109,0.042
-1,-1,0.8,1.6,1,1,-1.934,0.822,-0.934,-0.178,0.872,0.032
-1,-1,0.8,1.8,0,0,-1.194,0.968,-0.194,-0.032,0.038,0.001
-1,-1,0.8,1.8,0,1,-0.687,1.055,0.313,0.055,0.098,0.003
-1,-1,0.8,1.8,0.2,0,-2.353,0.899,-1.353,-0.101,1.83,0.01
-1,-1,0.8,1.8,0.2,1,-0.654,1.111,0.346,0.111,0.12,0.012
-1,-1,0.8,1.8,0.4,0,-1.798,0.882,-0.798,-0.118,0.636,0.014
-1,-1,0.8,1.8,0.4,1,-1.244,1.039,-0.244,0.039,0.059,0.001
-1,-1,0.8,1.8,0.6,0,-2.121,0.838,-1.121,-0.162,1.257,0.026
-1,-1,0.8,1.8,0.6,1,-2.655,0.959,-1.655,-0.041,2.739,0.002
-1,-1,0.8,1.8,0.8,0,-2.104,0.807,-1.104,-0.193,1.219,0.037
-1,-1,0.8,1.8,0.8,1,1.85,0.753,2.85,-0.247,8.123,0.061
-1,-1,0.8,1.8,1,0,-2.181,0.841,-1.181,-0.159,1.395,0.025
-1,-1,0.8,1.8,1,1,1.919,0.691,2.919,-0.309,8.521,0.096
-1,-1,0.8,2,0,0,-1.561,0.952,-0.561,-0.048,0.314,0.002
-1,-1,0.8,2,0,1,0.556,0.925,1.556,-0.075,2.422,0.006
-1,-1,0.8,2,0.2,0,-1.124,0.98,-0.124,-0.02,0.015,0
-1,-1,0.8,2,0.2,1,0.833,0.913,1.833,-0.087,3.359,0.008
-1,-1,0.8,2,0.4,0,-1.494,0.935,-0.494,-0.065,0.244,0.004
-1,-1,0.8,2,0.4,1,-0.65,1.134,0.35,0.134,0.122,0.018
-1,-1,0.8,2,0.6,0,-1.883,0.878,-0.883,-0.122,0.78,0.015
-1,-1,0.8,2,0.6,1,1.721,0.797,2.721,-0.203,7.405,0.041
-1,-1,0.8,2,0.8,0,1.478,0.833,2.478,-0.167,6.139,0.028
-1,-1,0.8,2,0.8,1,-2.439,0.899,-1.439,-0.101,2.07,0.01
-1,-1,0.8,2,1,0,-2.545,0.838,-1.545,-0.162,2.386,0.026
-1,-1,0.8,2,1,1,-2.401,0.865,-1.401,-0.135,1.962,0.018
-1,-1,1.2,1,0,0,-1.09,0.555,-0.09,-0.445,0.008,0.198
-1,-1,1.2,1,0,1,-0.331,0.606,0.669,-0.394,0.447,0.155
